"file","mean.dens.ml","date","species","temperature","replicate","sample_ID","magnification","biomass","day","log_biomass"
NA,10,"2026-01-26","P","T21",2,"T21_P_2",2.5,1.29751714448764e-05,0,-4.88688689497685
NA,50,"2026-01-26","L","T21",2,"T21_L_2",2.5,8.15343380934355e-06,0,-5.08865945010918
NA,20,"2026-01-26","C","T21",2,"T21_C_2",2.5,8.47118907043324e-06,0,-5.0720556250314
NA,50,"2026-01-26","T","T21",2,"T21_T_2",2.5,2.52962733576885e-06,0,-5.5969434542946
NA,20,"2026-01-26","C","T21",1,"T21_C_1",2.5,9.38693018126342e-06,0,-5.02747641234665
NA,50,"2026-01-26","L","T21",3,"T21_L_3",2.5,9.40554898421928e-06,0,-5.02661585042101
NA,50,"2026-01-26","T","T21",1,"T21_T_1",2.5,2.44650772163432e-06,0,-5.61145340918756
NA,50,"2026-01-26","L","T21",1,"T21_L_1",2.5,1.10961014541901e-05,0,-4.95482958106297
NA,50,"2026-01-26","D","T21",1,"T21_D_1",2.5,1.38041558134296e-05,0,-4.85999014728472
NA,20,"2026-01-26","C","T21",3,"T21_C_3",2.5,8.9213104322896e-06,0,-5.04957134834671
NA,5,"2026-01-26","S","T21",1,"T21_S_1",2.5,2.99685048143884e-07,0,-6.52333492429022
NA,50,"2026-01-26","D","T21",2,"T21_D_2",2.5,1.25110696906643e-05,0,-4.90270555674204
NA,50,"2026-01-26","D","T21",3,"T21_D_3",2.5,1.06574995879495e-05,0,-4.97234467547194
NA,50,"2026-01-26","L","T24",1,"T24_L_1",2.5,9.95765145683559e-06,0,-5.00184307920759
NA,50,"2026-01-26","T","T24",1,"T24_T_1",2.5,2.06208257868494e-06,0,-5.68569394683665
NA,20,"2026-01-26","C","T24",1,"T24_C_1",2.5,1.56013970864357e-05,0,-4.80683650935309
NA,5,"2026-01-26","S","T24",2,"T24_S_2",2.5,5.33788048150428e-05,0,-4.2726311545658
NA,10,"2026-01-26","P","T24",2,"T24_P_2",2.5,6.30395974196305e-06,0,-5.20038656897966
NA,50,"2026-01-26","T","T24",2,"T24_T_2",2.5,2.10855339257055e-06,0,-5.67601539735001
NA,10,"2026-01-26","P","T24",1,"T24_P_1",2.5,5.95655336041809e-06,0,-5.22500496333543
NA,20,"2026-01-26","C","T24",3,"T24_C_3",2.5,1.0054456951777e-05,0,-4.99764138098127
NA,50,"2026-01-26","D","T24",2,"T24_D_2",2.5,1.24215768998023e-05,0,-4.9058232676529
NA,50,"2026-01-26","L","T24",3,"T24_L_3",2.5,9.38372002748709e-06,0,-5.02762495830209
NA,50,"2026-01-26","D","T24",3,"T24_D_3",2.5,1.57519010759244e-05,0,-4.80266702428963
NA,50,"2026-01-26","T","T24",3,"T24_T_3",2.5,2.26048388144282e-06,0,-5.64579858538943
NA,50,"2026-01-26","D","T24",1,"T24_D_1",2.5,1.25233275365684e-05,0,-4.90228026068132
NA,50,"2026-01-26","L","T24",2,"T24_L_2",2.5,9.00736768521708e-06,0,-5.04540210877821
NA,10,"2026-01-26","P","T24",3,"T24_P_3",2.5,9.44033511255674e-06,0,-5.0250125888639
NA,20,"2026-01-26","C","T24",2,"T24_C_2",2.5,2.99854692034666e-06,0,-5.52308915106558
NA,20,"2026-01-26","C","T27",1,"T27_C_1",2.5,1.38894242639064e-05,0,-4.85731575600397
NA,50,"2026-01-26","D","T27",3,"T27_D_3",2.5,1.51316946866891e-05,0,-4.82011243008243
NA,50,"2026-01-26","L","T27",2,"T27_L_2",2.5,1.00648590685984e-05,0,-4.99719230186411
NA,5,"2026-01-26","S","T27",1,"T27_S_1",2.5,1.48618658018896e-08,0,-7.82792666455938
NA,50,"2026-01-26","D","T27",2,"T27_D_2",2.5,1.61789237555787e-05,0,-4.79105037163347
NA,50,"2026-01-26","T","T27",2,"T27_T_2",2.5,2.35097241372643e-06,0,-5.62875246684983
NA,10,"2026-01-26","P","T27",3,"T27_P_3",2.5,1.05150151036271e-05,0,-4.97819009916242
NA,20,"2026-01-26","C","T27",3,"T27_C_3",2.5,8.30886888884951e-06,0,-5.08045809399762
NA,5,"2026-01-26","S","T27",3,"T27_S_3",2.5,1.79396077027101e-07,0,-6.74618705819332
NA,10,"2026-01-26","P","T27",2,"T27_P_2",2.5,1.08444081224184e-05,0,-4.96479414638674
NA,20,"2026-01-26","C","T27",2,"T27_C_2",2.5,8.66797888642489e-06,0,-5.06208215521105
NA,50,"2026-01-26","T","T27",1,"T27_T_1",2.5,2.29593733042367e-06,0,-5.63903997055222
NA,50,"2026-01-26","D","T27",1,"T27_D_1",2.5,1.1384127451134e-05,0,-4.94370025074753
NA,50,"2026-01-26","L","T27",3,"T27_L_3",2.5,9.82047350390057e-06,0,-5.00786757176768
NA,50,"2026-01-26","L","T27",1,"T27_L_1",2.5,1.0146415512865e-05,0,-4.99368735656135
NA,10,"2026-01-26","P","T27",1,"T27_P_1",2.5,8.87385389679272e-06,0,-5.05188772598447
NA,50,"2026-01-26","T","T27",3,"T27_T_3",2.5,2.30859621890558e-06,0,-5.63665201997837
NA,5,"2026-01-26","S","T15",3,"T15_S_3",2.5,0,0,-Inf
NA,10,"2026-01-26","P","T15",3,"T15_P_3",2.5,0,0,-Inf
NA,5,"2026-01-26","S","T15",2,"T15_S_2",2.5,0,0,-Inf
NA,5,"2026-01-26","S","T18",2,"T18_S_2",2.5,0,0,-Inf
NA,5,"2026-01-26","S","T18",1,"T18_S_1",2.5,0,0,-Inf
NA,5,"2026-01-26","S","T18",3,"T18_S_3",2.5,0,0,-Inf
NA,10,"2026-01-26","P","T18",1,"T18_P_1",2.5,0,0,-Inf
NA,50,"2026-01-26","D","T18",3,"T18_D_3",2.5,0,0,-Inf
NA,10,"2026-01-26","P","T18",3,"T18_P_3",2.5,0,0,-Inf
NA,5,"2026-01-26","S","T21",2,"T21_S_2",2.5,0,0,-Inf
NA,5,"2026-01-26","S","T21",3,"T21_S_3",2.5,0,0,-Inf
NA,10,"2026-01-26","P","T21",3,"T21_P_3",2.5,0,0,-Inf
NA,10,"2026-01-26","P","T21",1,"T21_P_1",2.5,0,0,-Inf
NA,5,"2026-01-26","S","T24",3,"T24_S_3",2.5,0,0,-Inf
NA,5,"2026-01-26","S","T24",1,"T24_S_1",2.5,0,0,-Inf
NA,5,"2026-01-26","S","T27",2,"T27_S_2",2.5,0,0,-Inf
NA,50,"2026-02-03","D","T30",3,"T30_D_3",2.5,1.8340153475357e-06,0,-5.73659703435729
NA,5,"2026-02-03","S","T30",1,"T30_S_1",2.5,1.35872324276145e-05,0,-4.86686899535126
NA,10,"2026-02-03","P","T30",2,"T30_P_2",2.5,3.22497448099223e-06,0,-5.49147371755836
NA,50,"2026-02-03","D","T30",1,"T30_D_1",2.5,1.30049451097968e-06,0,-5.88589147649869
NA,50,"2026-02-03","T","T30",1,"T30_T_1",2.5,6.47667898587598e-07,0,-6.18864762805304
NA,10,"2026-02-03","P","T30",1,"T30_P_1",2.5,2.84673069647607e-06,0,-5.545653615595
NA,50,"2026-02-03","L","T30",3,"T30_L_3",2.5,3.30331218563268e-07,0,-6.48105038056509
NA,50,"2026-02-03","L","T30",1,"T30_L_1",2.5,4.5757692839932e-07,0,-6.33953588133362
NA,10,"2026-02-03","P","T30",3,"T30_P_3",2.5,3.46181316480816e-06,0,-5.46069637484376
NA,50,"2026-02-03","T","T30",2,"T30_T_2",2.5,6.500486273158e-07,0,-6.18705415445713
NA,50,"2026-02-03","T","T30",3,"T30_T_3",2.5,5.70622619349581e-07,0,-6.24365101700421
NA,50,"2026-02-03","D","T30",2,"T30_D_2",2.5,2.25498044559221e-06,0,-5.64685721982071
NA,50,"2026-02-03","L","T30",2,"T30_L_2",2.5,6.91994788957253e-07,0,-6.15989717597046
NA,5,"2026-02-03","S","T33",1,"T33_S_1",2.5,1.38738643298279e-08,0,-7.85780255670799
NA,50,"2026-02-03","D","T33",2,"T33_D_2",2.5,1.36290437967678e-06,0,-5.86553461286339
NA,10,"2026-02-03","P","T33",2,"T33_P_2",2.5,3.81508628883277e-06,0,-5.41849563481523
NA,5,"2026-02-03","S","T33",3,"T33_S_3",2.5,4.90923974908849e-06,0,-5.30898575804809
NA,50,"2026-02-03","T","T33",3,"T33_T_3",2.5,5.5288557181253e-07,0,-6.25736474332942
NA,10,"2026-02-03","P","T33",1,"T33_P_1",2.5,3.26501178248022e-06,0,-5.4861152471433
NA,50,"2026-02-03","L","T33",1,"T33_L_1",2.5,3.58467283862329e-07,0,-6.4455504748258
NA,50,"2026-02-03","D","T33",3,"T33_D_3",2.5,9.57623260418795e-07,0,-6.01880531357403
NA,20,"2026-02-03","C","T33",1,"T33_C_1",2.5,3.06076395440323e-08,0,-7.514170161828
NA,50,"2026-02-03","L","T33",3,"T33_L_3",2.5,3.80743035051042e-07,0,-6.41936803248717
NA,10,"2026-02-03","P","T33",3,"T33_P_3",2.5,2.95010551865166e-06,0,-5.53016245000536
NA,50,"2026-02-03","D","T33",1,"T33_D_1",2.5,6.24733477652472e-07,0,-6.20430522085056
NA,50,"2026-02-03","T","T33",2,"T33_T_2",2.5,5.53966001979595e-07,0,-6.2565168879895
NA,50,"2026-02-03","T","T33",1,"T33_T_1",2.5,5.61683451511655e-07,0,-6.25050837125123
NA,5,"2026-02-03","S","T30",3,"T30_S_3",2.5,0,0,-Inf
NA,20,"2026-02-03","C","T30",2,"T30_C_2",2.5,0,0,-Inf
NA,20,"2026-02-03","C","T30",1,"T30_C_1",2.5,0,0,-Inf
NA,20,"2026-02-03","C","T30",3,"T30_C_3",2.5,0,0,-Inf
NA,5,"2026-02-03","S","T30",2,"T30_S_2",2.5,0,0,-Inf
NA,5,"2026-02-03","S","T33",2,"T33_S_2",2.5,0,0,-Inf
NA,50,"2026-02-03","L","T33",2,"T33_L_2",2.5,0,0,-Inf
NA,20,"2026-02-03","C","T33",3,"T33_C_3",2.5,0,0,-Inf
NA,20,"2026-02-03","C","T33",2,"T33_C_2",2.5,0,0,-Inf
